First Priority,Second Priority,Third Priority,Score,Year
BSTM,Not Indicated,Not Indicated,66,2018
BSN,BSIT,BSTM,66,2018
BSBA-OM,BPA,BSESS,66,2018
BSN,Not Indicated,Not Indicated,66,2018
BSBA-FM,BSAM,BSEd-Math,66,2018
BSED-Eng,BECEd,BLIS,66,2018
BSCS,BSED-Fil,BSBA-FM,66,2018
BSHM,BSCM,BSIT,66,2018
BSN,BSBio,Not Indicated,66,2018
BPEDD,BPA,Not Indicated,66,2018
BSBA-FM,BSED-Fil,BSHM,66,2018
BSN,BSED-Fil,BSIT,66,2018
ABFL,BSBA-FM,BSDC,66,2018
AB Pol Sci,ABELS,BSBio,66,2018
AB Pol Sci,BSBA-OM,BSNED-Gen,66,2018
BSBA-FM,BSEd-Math,BEED,66,2018
BSTM,BSIT,ABFL,66,2018
BSED-Fil,AB Pol Sci,ABFL,66,2018
BSHM,BSIT,BPEDD,66,2018
BSED-Fil,BEED,ABFL,65,2018
BSCM,BSIT,BSTM,65,2018
BSIT,BSIS,BSCS,65,2018
BSBA-FM,BSBA-OM,BSCM,65,2018
BSHM,BSN,BSTM,65,2018
BSED-Eng,BSHM,BSN,65,2018
BSED-Eng,BSED-Fil,BSDC,65,2018
BSN,BSED-Eng,BEED,65,2018
BSED-Fil,BPEDD,BEED,65,2018
BSBA-FM,BPEDD,BSED-Eng,65,2018
BSBio,BSBA-FM,BSCS,65,2018
ABFL,BSIT,BSTM,65,2018
BSHM,BSTM,BSBio,65,2018
BSTM,BPEDD,BSN,65,2018
BSHM,BSDC,BSEd-Math,65,2018
BSBA-FM,BSTM,BSN,65,2018
BSBA-FM,BSCM,ABELS,65,2018
BSED-Fil,BSEd-Math,BSBio,65,2018
BSEd-Math,BSBA-FM,BSN,65,2018
BSHM,BSTM,BEED,65,2018
BSBA-OM,BSED-Soc Stud,BSBA-FM,65,2018
BSHM,BSED-Soc Stud,BSTM,65,2018
BSTM,BSN,BEED,65,2018
BSBA-OM,BSCM,BSHM,65,2018
BSIT,BSIS,BSCS,65,2018
BSN,BSIT,BSBA-FM,65,2018
BSBA-FM,BSBA-OM,BSTM,65,2018
BSED-Fil,BEED,BECEd,65,2018
BSN,BSBio,BEED,65,2018
BSDC,BSTM,BSHM,65,2018
BSED-Soc Stud,BECEd,ABFL,65,2018
BSHM,BSIT,Not Indicated,65,2018
BSED-Fil,BSTM,BCAED,65,2018
BSED-Soc Stud,BSBA-OM,BCAED,65,2018
BSBA-FM,BSBA-OM,BSHM,65,2018
BSN,BSED-Eng,BSHM,65,2018
BSBA-FM,BSIT,BSED-Fil,65,2018
BEEd,BCAED,BSTM,65,2018
BSNEd-TDHL,BLIS,BPEDD,65,2018
BPEDD,BSED-Fil,BEED,65,2018
BSBA-FM,BSBA-OM,BSTM,65,2018
BSCS,BSBA-FM,BSIT,65,2018
BPA,BSHM,BSED-Fil,65,2018
BSBA-OM,BECEd,BSIT,65,2018
BSN,BSTM,BSHM,65,2018
BSHM,BSTM,BECEd,65,2018
BSTM,BPA,ABFL,65,2018
BSTM,BSBA-FM,BCAED,65,2018
BSED-Sci,BSED-Eng,BCAED,65,2018
BEEd,BSED-Soc Stud,BSESS,65,2018
ABFL,BSIT,BPA,65,2018
BSN,BSCS,BSTM,65,2018
BSN,BSIT,Not Indicated,65,2018
BSED-Eng,BECEd,BSBA-OM,65,2018
BSTM,BSHM,BSCM,65,2018
BSTM,BSBA-FM,BSHM,65,2018
BPEDD,Not Indicated,BSESS,65,2018
BSNEd-TDHL,BSEd-Math,BECEd,65,2018
BPEDD,BSESS,BSIT,65,2018
BSBA-FM,BSHM,BSIS,65,2018
BSN,BSED-Sci,BSED-Soc Stud,65,2018
BSIT,BSCS,BSIS,65,2018
BSED-Fil,BSNEd-TDHL,BSIT,65,2018
BSBA-FM,BSCM,BSDC,65,2018
BSEd-Math,BEED,BECEd,65,2018
BEEd,BECEd,BSHM,65,2018
BSBio,BSN,BSED-Sci,65,2018
BSBA-FM,BSHM,BSTM,65,2018
BSED-Soc Stud,BSHM,BAJ,65,2018
BSN,BSTM,BSED-Fil,65,2018
BSBio,BSED-Soc Stud,BEED,65,2018
BSHM,BSTM,ABFL,65,2018
BSBA-FM,BSBA-OM,BSIT,65,2018
BSN,BSBio,AB Pol Sci,65,2018
BSED-Eng,BSBA-FM,Not Indicated,65,2018
BSIT,BSN,BAB,65,2018
BSTM,BPEDD,BSBA-OM,65,2018
BSBA-FM,BSBA-OM,BSIT,65,2018
BSED-Fil,BSED-Soc Stud,BPEDD,65,2018
BPA,BPEDD,BSBA-OM,65,2018
BSTM,BPA,BSBA-FM,65,2018
BSBio,BSN,BCAED,65,2018
BSN,BPA,BSTM,65,2018
BSED-Soc Stud,BPA,AB Pol Sci,65,2018
BSED-Fil,BSBA-FM,BPA,65,2018
BSN,BSBio,BSBA-FM,65,2018
BSBA-OM,BSNEd-TDHL,BSHM,65,2018
BSHM,BSTM,BCAED,65,2018
BSED-Eng,BPA,BPEDD,65,2018
BSED-Fil,BPEDD,AB Pol Sci,65,2018
BSHM,BPA,Not Indicated,65,2018
BSED-Soc Stud,ABFL,BPA,65,2018
BEEd,BSED-Soc Stud,BSED-Eng,65,2018
BSTM,BSEd-Math,Not Indicated,65,2018
BSBA-FM,BSN,BSTM,65,2018
BECEd,BEED,BSED-Fil,65,2018
BSN,BSTM,BSBio,65,2018
BSN,BLIS,BSIT,65,2018
AB Pol Sci,BPEDD,BPA,65,2018
BPEDD,BSBA-FM,BSDC,65,2018
BSIT,BSCS,BCAED,65,2018
BSIT,BSHM,Not Indicated,65,2018
BSIT,BPA,BSED-Eng,65,2018
BSBA-FM,BSTM,Not Indicated,65,2018
BSTM,BECEd,BSED-Soc Stud,65,2018
BSIS,BSBA,BSTM,64,2018
BSED-Eng,BSED-Fil,ABFL,64,2018
BSIS,BSIT,BSCS,64,2018
BSED-Fil,BSED-Eng,BSED-Soc Stud,64,2018
BSBA-FM,BSHM,BSTM,64,2018
BSED-Sci,BSDC,BPEDD,64,2018
BSN,BEED,BSCS,64,2018
BSIT,BSN,BSBio,64,2018
BPEDD,BEED,BSED-Sci,64,2018
BSBA-FM,BSIT,BSBA-OM,64,2018
BSN,BSED-Soc Stud,BSESS,64,2018
BSBA-FM,BSTM,BEED,64,2018
BSBA-FM,BSBA-OM,BSIT,64,2018
BSTM,BSIT,BSHM,64,2018
BSED-Fil,BSED-Eng,BEED,64,2018
BSED-Fil,BSIT,BPEDD,64,2018
BSNED-Gen,BPA,BSN,64,2018
ABFL,BPEDD,BSTM,64,2018
BSIT,BSESS,BPEDD,64,2018
BECEd,BEED,BSED-Soc Stud,64,2018
BSED-Eng,BSED-Fil,BEED,64,2018
BSEd-Math,BSHM,BSIT,64,2018
BSBA-FM,BSCM,BSEd-Math,64,2018
BSED-Eng,BPEDD,BSESS,64,2018
BEEd,BSED-Eng,BSED-Fil,64,2018
BEEd,BSIT,BSED-Soc Stud,64,2018
BSTM,BSHM,BAB,64,2018
BSBA-FM,BSED-Eng,BSHM,64,2018
BEEd,BSED-Fil,BSIT,64,2018
BSBA-FM,BSHM,BSN,64,2018
BSN,BSIT,BSBA-OM,64,2018
BSN,BSTM,BSBio,64,2018
BCAED,BAB,BSED-Fil,64,2018
BSBio,BSED-Sci,BSNED-Gen,64,2018
BSED-Soc Stud,AB Pol Sci,BSBio,64,2018
BSBA-OM,BSHM,BSDC,64,2018
BSBA-FM,BSBA-OM,BSHM,64,2018
BSN,BSBio,BSAM,64,2018
BSIT,BSTM,BSBA-OM,64,2018
BSN,BSBio,AB Pol Sci,64,2018
BSED-Eng,BSTM,ABFL,64,2018
BECEd,BSBA-OM,BSN,64,2018
BSHM,BSN,BSCS,64,2018
BPA,BSHM,BSBA-FM,64,2018
BSBA-FM,BSTM,BSN,64,2018
BSIT,ABFL,BEED,64,2018
BPEDD,BSBA-FM,BPA,64,2018
BSN,BSEd-Math,BSHM,64,2018
BPA,BCAED,BPEDD,64,2018
BSED-Eng,BEED,ABELS,64,2018
BSED-Eng,Not Indicated,BSN,64,2018
BSED-Soc Stud,AB Pol Sci,BEED,64,2018
BPEDD,BEED,BPA,64,2018
BSBA-FM,BSTM,BEED,64,2018
BSHM,ABFL,BSTM,64,2018
BSNED-Gen,BSED-Soc Stud,BPEDD,64,2018
BSED-Fil,BEED,BSNED-Gen,64,2018
BSN,BSBA-FM,BPA,64,2018
BSN,BSIT,BSCS,64,2018
BSIT,BSCS,BSEMC,64,2018
BSHM,BSTM,Not Indicated,64,2018
BEEd,BECEd,BSED-Soc Stud,64,2018
BSTM,BSBio,BSBA-OM,64,2018
BSBA-FM,BSHM,BSTM,64,2018
BPEDD,BSED-Sci,BAB,64,2018
BSN,BSED-Eng,Not Indicated,64,2018
BECEd,BSNED-Gen,BSN,64,2018
BSIT,BSTM,Not Indicated,64,2018
BSBA-FM,BSCM,BSTM,64,2018
BSBA-OM,BSBA-FM,BSHM,64,2018
BEEd,BSED-Soc Stud,BSIT,64,2018
BSBA-OM,BSBA-FM,BSCS,64,2018
BSNEd-TDHL,BSIT,BECEd,64,2018
BSIT,BSCS,BSIS,64,2018
BSBA-FM,BECEd,BPA,64,2018
BSHM,BSTM,BSN,64,2018
BSBA-FM,BSTM,BSCM,64,2018
BSED-Fil,BEED,BPEDD,64,2018
BSBA-FM,BEED,BSHM,64,2018
BSHM,BSBA-FM,BSESS,64,2018
BSHM,BPA,BSTM,64,2018
BSED-Soc Stud,BSIT,BSHM,64,2018
BSBio,BSIT,BSNED-Gen,64,2018
BSN,BSBio,BSTM,64,2018
BSTM,BSHM,BSIT,64,2018
BSTM,BSIT,BSED-Eng,64,2018
BPEDD,BSBio,BSED-Eng,64,2018
BSED-Eng,BSTM,BSBA-FM,64,2018
BSBA-FM,BSTM,BEED,64,2018
BSTM,BSED-Eng,BSED-Fil,64,2018
BPEDD,BPA,BSESS,64,2018
BSTM,BSHM,Not Indicated,64,2018
BSHM,BSBA-FM,BSTM,64,2018
BSBA-FM,BSIT,BSCM,64,2018
BSEd-Math,BEED,BECEd,64,2018
BSED-Eng,BSED-Sci,BEED,64,2018
BSHM,BSTM,BSED-Fil,64,2018
BSHM,BSCS,BPEDD,64,2018
BSIT,BSHM,BSBA-FM,64,2018
BSN,BSBio,BSTM,64,2018
BSN,Not Indicated,Not Indicated,64,2018
BSIT,BSHM,BSIS,64,2018
BEEd,BSEd-Math,BSBA-FM,64,2018
AB Pol Sci,ABELS,BSED-Eng,64,2018
BSBio,BSBA-OM,BSED-Eng,64,2018
AB Pol Sci,BAB,BAJ,64,2018
BSBA-FM,BSCS,BSTM,64,2018
BPA,BPEDD,BSED-Fil,64,2018
BSEd-Math,BSED-Fil,BSBA-FM,64,2018
BSIT,BSN,BSBA-FM,64,2018
BSED-Fil,AB Pol Sci,BEED,63,2018
BSBA-FM,BSEMC,BSIT,63,2018
BSN,BSHM,BSTM,63,2018
BSBA-FM,BSNEd-TDHL,BSHM,63,2018
BEEd,BSED-Fil,BSIT,63,2018
BSIT,BSIS,BAB,63,2018
BSTM,BSHM,ABFL,63,2018
BEEd,BSED-Fil,BECEd,63,2018
BSN,BEED,BSHM,63,2018
BSED-Fil,BSED-Eng,BSBio,63,2018
BSTM,BSHM,BSBA-FM,63,2018
BCAED,BPEDD,BPA,63,2018
BSBio,BSN,BSBA-FM,63,2018
BSHM,BSN,BPEDD,63,2018
BSN,BSHM,BEED,63,2018
BSN,BAJ,AB Pol Sci,63,2018
BEEd,BSED-Eng,Not Indicated,63,2018
BSHM,BSIT,BSTM,63,2018
BSBA-FM,BEED,BSHM,63,2018
BSN,BSBio,BSNED-Gen,63,2018
BSBA-OM,BSTM,BSCM,63,2018
BSHM,BPA,ABFL,63,2018
BSHM,BSTM,BSBA-OM,63,2018
BSN,BSED-Sci,BECEd,63,2018
BSED-Fil,BEED,BSCS,63,2018
BSN,BSTM,BPEDD,63,2018
BSEd-Math,BECEd,BPA,63,2018
BCAED,BPA,BSED-Eng,63,2018
BSN,BSBA-FM,BSTM,63,2018
BSN,BSED-Soc Stud,AB Pol Sci,63,2018
BSED-Eng,BSED-Fil,BEED,63,2018
BSED-Fil,BSED-Eng,BEED,63,2018
BSN,BSBio,BSTM,63,2018
BSED-Eng,BSED-Soc Stud,BSNED-Gen,63,2018
BSED-Eng,BSIT,BSN,63,2018
BPA,BCAED,BPEDD,63,2018
BSED-Soc Stud,BSN,BEED,63,2018
BSIT,BSEMC,BSIS,63,2018
BSBio,BSTM,BAB,63,2018
BSED-Eng,BPEDD,BSIT,63,2018
BSHM,BSTM,ABFL,63,2018
BSTM,BPA,BSN,63,2018
BSN,BSBio,BSBA-FM,63,2018
BAJ,AB Pol Sci,BSN,63,2018
BSTM,BSHM,BSNEd-TDHL,63,2018
BSTM,BAB,BSDC,63,2018
BSBA-FM,BSED-Fil,BSDC,63,2018
BSN,BPA,BAJ,63,2018
BSIT,BPEDD,BECEd,63,2018
BEEd,BPA,BSED-Eng,63,2018
BEEd,BSED-Fil,BECEd,63,2018
BSN,BSED-Sci,BSBA-FM,63,2018
BPA,BPEDD,BSBA-FM,63,2018
BSBA-FM,BSCM,BSHM,63,2018
BEEd,BSED-Sci,BPEDD,63,2018
BSBA-OM,BPEDD,Not Indicated,63,2018
BSTM,BPEDD,BPA,63,2018
BSHM,BSED-Fil,BSIS,63,2018
BSHM,BSBA-FM,BPA,63,2018
BSIS,BSIS,BSEMC,63,2018
BSED-Eng,BSN,ABELS,63,2018
BSNEd-TDHL,BSED-Eng,BAB,63,2018
BSBA-FM,BSBA-OM,BSHM,63,2018
BAB,BAJ,BSTM,63,2018
BSED-Eng,BSED-Sci,BSED-Soc Stud,63,2018
BSED-Eng,BSED-Fil,Not Indicated,63,2018
BSN,BSCS,BSIT,63,2018
ABFL,BSEd-Math,BEED,63,2018
BSBA-OM,BEED,BSED-Soc Stud,63,2018
BSHM,BSTM,BSIT,63,2018
BSESS,BSTM,AB Pol Sci,63,2018
BSN,BSIT,BSED-Eng,63,2018
BSTM,BSHM,BSESS,63,2018
BSN,BSBio,BSTM,63,2018
BSED-Soc Stud,BEED,BPEDD,63,2018
BSTM,BSHM,ABFL,63,2018
BSBA-FM,BSTM,BSHM,63,2018
BSED-Fil,BEED,BSEd-Math,63,2018
BSBA-OM,BSHM,BSBA-FM,63,2018
BSIT,ABFL,BEED,63,2018
BSIT,BSCS,BSED-Fil,63,2018
AB Pol Sci,BSCS,BSBA-FM,63,2018
BCAED,BAB,BSTM,63,2018
BSIT,BSED-Fil,BSCS,63,2018
AB Pol Sci,BPEDD,BAJ,63,2018
BSN,BSTM,BSNED-Gen,63,2018
BSCM,BSBA-FM,BSCS,63,2018
BSIT,BSIS,BSCS,62,2018
BSBA-FM,BSED-Eng,ABFL,62,2018
BSN,BSBA-OM,BSCS,62,2018
BSIT,BSED-Fil,BEED,62,2018
BSN,BSBA-FM,BSBA-OM,62,2018
BSIT,BSBA-OM,BSHM,62,2018
BPEDD,BPA,BEED,62,2018
BSBA-FM,BSN,BSIT,62,2018
BSTM,BSN,BSED-Fil,62,2018
BSED-Fil,BAB,BSN,62,2018
BSBA-FM,BSTM,BSED-Fil,62,2018
BEEd,BSED-Fil,BECEd,62,2018
BSED-Soc Stud,BSED-Fil,BSED-Eng,62,2018
BSTM,BSNED-Gen,BSED-Eng,62,2018
BSBA-OM,BSHM,BSED-Eng,62,2018
BSED-Eng,BSBA-FM,BSNED-Gen,62,2018
BSBA-FM,BSED-Fil,BSHM,62,2018
BSHM,BSED-Eng,BPA,62,2018
BSNEd-TDHL,BSTM,BSED-Soc Stud,62,2018
BSBA-OM,BSTM,BSIT,62,2018
BSBA-FM,Not Indicated,Not Indicated,62,2018
BSBA-FM,BSN,BSHM,62,2018
BSED-Fil,BEED,BECEd,62,2018
BSHM,BSED-Eng,BSIT,62,2018
BSN,BSBA-FM,BSTM,62,2018
BSN,BSBio,BSCS,62,2018
BSN,BPEDD,BSCS,62,2018
BPA,BSIT,BPEDD,62,2018
BSIT,BSEMC,BSCS,62,2018
BSBA-OM,BSTM,BSHM,62,2018
BSN,BSIT,Not Indicated,62,2018
BEEd,BCAED,BSBA-FM,62,2018
BSED-Fil,BSIT,BSHM,62,2018
BSTM,BEED,BSIT,62,2018
BSBA-FM,BEED,BSN,62,2018
BSN,BSHM,BPEDD,62,2018
BSHM,BSBA-OM,BSCM,62,2018
BPEDD,BEED,BSED-Fil,62,2018
BECEd,BEED,BSNED-Gen,62,2018
BPA,BPEDD,BSESS,62,2018
BSBA-OM,BSTM,BPA,62,2018
BSHM,BSTM,BSED-Sci,62,2018
BSN,BSTM,BSIS,62,2018
ABFL,BSBA-FM,BSTM,62,2018
BSTM,BSBA-FM,BSIT,62,2018
BAJ,BSTM,BSBA-FM,62,2018
BSN,BSBio,BSED-Sci,62,2018
BSHM,BSTM,BSBA-OM,62,2018
BPEDD,BSED-Fil,BEED,62,2018
BSN,BSTM,BSED-Fil,62,2018
BLIS,BSED-Soc Stud,Not Indicated,62,2018
BSN,BECEd,BSBA-FM,62,2018
BAB,BSED-Eng,BPEDD,62,2018
BSN,BSBio,BSHM,62,2018
BSIT,BSBA-FM,BAB,62,2018
ABELS,BSED-Eng,BSIT,62,2018
BAB,BAJ,BSN,62,2018
BSIT,BSN,BPA,62,2018
BSN,BSBio,BSTM,62,2018
BSED-Soc Stud,BSAM,BSBA-FM,62,2018
BSBA-FM,BSED-Fil,BSN,62,2018
BPEDD,BEED,BSIT,62,2018
BSN,BSBio,Not Indicated,62,2018
BPA,BSIT,BPEDD,62,2018
BSCS,Not Indicated,Not Indicated,62,2018
BEEd,BSIT,BSBA-OM,62,2018
BSTM,BSHM,BSED-Fil,62,2018
BSIT,BSIT,BSHM,62,2018
BSBA-OM,BPA,BSIT,62,2018
BSHM,BSHM,BSIT,62,2018
BSIT,BPEDD,BSIS,62,2018
BSTM,BSHM,BPEDD,62,2018
BSTM,ABFL,BSN,62,2018
BSTM,BSHM,BSBA-FM,62,2018
BSBio,BSHM,BSIS,62,2018
BSTM,BSCM,BSIT,62,2018
BAB,ABFL,BSED-Eng,62,2018
BPEDD,BSN,BSED-Eng,62,2018
BSIT,BSTM,BSHM,62,2018
BSBA-FM,BSAM,BSN,62,2018
BSHM,ABFL,BPA,62,2018
BSTM,BSBA-OM,BSED-Eng,62,2018
BSED-Fil,BSIT,BAB,62,2018
BSBA-FM,BSED-Fil,BSBio,62,2018
BSN,BSED-Fil,AB Pol Sci,62,2018
BSBio,BSN,BSIT,62,2018
BSHM,BSIT,Not Indicated,62,2018
BSBio,BSN,Not Indicated,62,2018
BEEd,BSED-Fil,Not Indicated,62,2018
BSCS,BSIT,Not Indicated,62,2018
BSN,BSBA-FM,BPA,62,2018
BSED-Soc Stud,BSED-Fil,BEED,61,2018
BPEDD,BPA,BAB,61,2018
BSN,BSBio,BSBA-OM,61,2018
BSED-Fil,BSIT,BSBA-FM,61,2018
BPA,BSED-Fil,BSHM,61,2018
BPA,BSHM,BEED,61,2018
BSBA-FM,BSTM,BSED-Fil,61,2018
BSBA-FM,BSBA-OM,AB Pol Sci,61,2018
BSED-Fil,BPEDD,BSHM,61,2018
BSCS,ABELS,BSBio,61,2018
BSBio,BSN,BSAM,61,2018
BSN,BSBio,BEED,61,2018
BSBA-FM,BSHM,BSTM,61,2018
BSBA-OM,BSEd-Math,BECEd,61,2018
BSED-Eng,BPA,ABFL,61,2018
BSHM,BSIT,ABFL,61,2018
BSHM,ABELS,BSCM,61,2018
BSTM,BSBA-OM,BSBA-FM,61,2018
BCAED,BPA,BPEDD,61,2018
BSIT,BSN,BPA,61,2018
ABFL,BSTM,BSIT,61,2018
BSN,ABELS,BSTM,61,2018
BSEd-Math,BEED,BSAM,61,2018
BEEd,BLIS,BSIT,61,2018
BSN,ABFL,BSBA-OM,61,2018
BSTM,BSIT,Not Indicated,61,2018
BEEd,BSED-Eng,BSBA-FM,61,2018
BSN,BSED-Eng,BSBA-FM,61,2018
BSBA-FM,BSHM,BSED-Fil,61,2018
ABFL,BSBA-FM,BSTM,61,2018
BSIS,BCAED,BSESS,61,2018
BEEd,BSN,BPA,61,2018
BSED-Eng,BSIT,BEED,61,2018
BSHM,BSN,BSED-Eng,61,2018
BSN,BSED-Eng,BEED,61,2018
BSAM,ABFL,BSIS,61,2018
BSIS,BSBio,BSED-Eng,61,2018
BSBA-FM,BSBA-OM,BSN,61,2018
BECEd,BSHM,Not Indicated,61,2018
ABFL,BSBA-OM,BSN,61,2018
BSED-Fil,BPEDD,BECEd,61,2018
BSEMC,BSIT,BAJ,61,2018
BEED,BSED-Fil,BSN,61,2018
BSED-Soc Stud,BEED,AB Pol Sci,61,2018
BSED-Soc Stud,BSED-Eng,BEED,61,2018
BSHM,BSBA-OM,BSESS,61,2018
BSN,BEED,BSIT,61,2018
BSHM,BSBA-FM,BSIT,61,2018
BSN,BSIS,BSIT,61,2018
BPEDD,BSIT,BSN,61,2018
BSIT,BSTM,BSCS,61,2018
BSN,BSEMC,BSIT,61,2018
BSBA-FM,BSIT,BSTM,61,2018
BSBA-OM,BEED,BSTM,61,2018
BSBA-FM,BSDC,BSTM,61,2018
BSED-Soc Stud,BSHM,BSBA-OM,61,2018
BSTM,BSHM,BSED-Fil,61,2018
BSBA-OM,BSCM,BSCS,61,2018
BSBA-FM,BSHM,BPEDD,61,2018
ABFL,BSED-Fil,BEED,61,2018
BSBA-FM,Not Indicated,Not Indicated,61,2018
BSBA-FM,BSBA-OM,ABFL,61,2018
BEEd,BPA,BSHM,61,2018
BSBA-FM,BSEd-Math,BSHM,61,2018
BSN,BSBio,BSTM,61,2018
BSBA-FM,BPA,BSCM,61,2018
BSED-Eng,BSBA-FM,BSN,61,2018
BSED-Eng,BSED-Fil,BSED-Sci,61,2018
BSN,BSBA-OM,AB Pol Sci,61,2018
BSED-Sci,BSED-Fil,BSESS,61,2018
BPEDD,BSEd-Math,BEED,61,2018
BSBA-FM,BSBA-OM,BEED,61,2018
BSHM,BSEd-Math,BSCM,61,2018
BSTM,BSIT,BSHM,61,2018
BPA,BPEDD,BSED-Soc Stud,61,2018
BSTM,BSN,BPEDD,61,2018
BSN,BSBio,BSBA-FM,61,2018
BSHM,BSTM,BSIT,61,2018
BSESS,BSIT,BPA,61,2018
BSN,BSBio,BSAM,61,2018
AB Pol Sci,ABFL,ABELS,61,2018
AB Pol Sci,BAB,BSIT,61,2018
AB Pol Sci,ABELS,BSED-Soc Stud,61,2018
BSN,BSBio,BSED-Sci,61,2018
BAB,BAJ,BSDC,61,2018
BSBA-FM,BSN,BSIT,60,2018
BSTM,BSED-Eng,BSN,60,2018
BSED-Soc Stud,BSHM,BSIT,60,2018
BSBA-FM,BSBA-OM,BSIT,60,2018
BSED-Fil,BEED,BSED-Eng,60,2018
BSED-Fil,BSN,BPEDD,60,2018
BEEd,BSED-Eng,BPEDD,60,2018
BSED-Fil,BEED,BSTM,60,2018
BSED-Eng,BPEDD,BPA,60,2018
BEEd,BSED-Soc Stud,BPEDD,60,2018
BSED-Fil,BEED,BECEd,60,2018
BSED-Eng,BPEDD,BSBio,60,2018
BSHM,BSED-Fil,BSIS,60,2018
BSIT,BSDC,BSED-Eng,60,2018
BSN,BSED-Fil,BSBio,60,2018
BSED-Soc Stud,BCAED,BSED-Fil,60,2018
BPA,BSED-Soc Stud,BSBA-OM,60,2018
BSBA-FM,BSTM,BSBio,60,2018
BSED-Soc Stud,BSED-Sci,BSN,60,2018
BSNEd-TDHL,BCAED,BSBA-FM,60,2018
BEEd,BSED-Soc Stud,BSBA-FM,60,2018
BSBA-FM,BSTM,BSN,60,2018
BSTM,BSHM,Not Indicated,60,2018
BSED-Eng,BEED,BSBio,60,2018
BSBA-FM,BSCS,BSIT,60,2018
BSBA-FM,BSBA-OM,BSTM,60,2018
BSED-Eng,BEED,BSIT,60,2018
BPA,BPEDD,BSESS,60,2018
BSTM,BSED-Soc Stud,AB Pol Sci,60,2018
BSN,BSTM,BAB,60,2018
BSIT,BSED-Fil,BEED,60,2018
BSBA-OM,BSAM,BSTM,60,2018
BSN,BSBio,BSCS,60,2018
BSTM,AB Pol Sci,BSED-Fil,60,2018
BSN,BSBio,BEED,60,2018
BSED-Fil,BEED,BSCS,60,2018
BSESS,BEED,BSIT,60,2018
BSN,BEED,BSBA-OM,60,2018
BSBA-FM,BSBA-OM,BSIT,60,2018
BSIT,BSHM,BEED,60,2018
BSHM,BSTM,BSBA-FM,60,2018
BEEd,BSCS,BSED-Soc Stud,60,2018
BSIT,BSCS,BSEMC,60,2018
BSED-Eng,BSBA-FM,Not Indicated,60,2018
BSN,BSHM,BSED-Eng,60,2018
BPA,BSIT,BSN,60,2018
BSN,BSBA-FM,BSHM,60,2018
BSHM,BSTM,BSED-Soc Stud,60,2018
BSED-Eng,BSIT,BSCS,60,2018
BSHM,BPEDD,Not Indicated,60,2018
BSED-Fil,BEED,BSBA-FM,60,2018
BSTM,BSBA-FM,Not Indicated,60,2018
BSED-Fil,BPEDD,BSBA-FM,60,2018
BSBA-FM,BSBA-OM,BSHM,60,2018
BSCS,BPA,Not Indicated,60,2018
BPEDD,BSNEd-TDHL,BECEd,60,2018
BSBA-FM,BSBA-OM,BSCM,60,2018
BSIT,BSCS,Not Indicated,60,2018
BSIT,BPEDD,BSESS,60,2018
BECEd,BSED-Soc Stud,BSED-Eng,60,2018
BEEd,BSED-Eng,BSED-Fil,60,2018
BSTM,BEED,BSBA-FM,60,2018
BSTM,BPEDD,BSED-Soc Stud,60,2018
BSN,BSCM,BEED,60,2018
BSBA-FM,BSAM,BSEd-Math,60,2018
BSIT,BSHM,BSBA-FM,60,2018
BSIT,BSHM,BSCS,60,2018
BSBA-FM,BSBA-OM,AB Pol Sci,60,2018
BSED-Soc Stud,AB Pol Sci,BCAED,60,2018
BSBA-FM,BSBA-OM,AB Pol Sci,60,2018
BSN,BEED,BECEd,60,2018
BSTM,BSN,BSED-Fil,60,2018
BSBA-FM,BAB,Not Indicated,60,2018
BSIT,BEED,BPA,60,2018
BSBA-FM,BEED,BSBA-FM,60,2018
AB Pol Sci,BSBA-FM,BSTM,60,2018
AB Pol Sci,BSBA-FM,ABELS,60,2018
BSBA-FM,BECEd,BCAED,59,2018
BEEd,BSBA-OM,BPA,59,2018
BEEd,BECEd,BPA,59,2018
BSN,BSTM,BSBA-OM,59,2018
BSN,BSBio,BSED-Eng,59,2018
BSED-Fil,BSED-Soc Stud,BSN,59,2018
BEEd,BECEd,BSED-Fil,59,2018
BSED-Soc Stud,BSED-Eng,BSN,59,2018
BSED-Fil,BEED,BSN,59,2018
BSED-Fil,BSBio,BSIT,59,2018
BSN,BSBio,BSTM,59,2018
BSBA-OM,BSCM,BSBA-FM,59,2018
BSHM,BSTM,BCAED,59,2018
BSEMC,BEED,BSIS,59,2018
BSBA-OM,BPA,BSIT,59,2018
BSIT,BSCS,BSED-Fil,59,2018
BSN,BSBA-FM,BSEd-Math,59,2018
BSBA-OM,BSTM,BSIT,59,2018
ABFL,BSTM,BSDC,59,2018
BSHM,BECEd,BEED,59,2018
BPEDD,BSED-Fil,BEED,59,2018
BSED-Soc Stud,BSED-Eng,BSED-Fil,59,2018
BECEd,BSN,BSTM,59,2018
BCAED,BPEDD,BPA,59,2018
BECEd,BSED-Soc Stud,BSNEd-TDHL,59,2018
BSBA-FM,BSBA-OM,BSCM,59,2018
BSHM,BSTM,BSED-Soc Stud,59,2018
BSHM,BSIT,BSTM,59,2018
BSN,ABELS,BSHM,59,2018
BEEd,BSEd-Math,BPEDD,59,2018
BSHM,BSTM,BSED-Soc Stud,59,2018
BSBA-OM,BPA,BSTM,59,2018
BSBA-FM,BPEDD,BSCS,59,2018
